linha_original,protocolo,empreendimento,campo,problema,gravidade,recomendacao
268,85330730,CGH CRISTALINO,data_validade,Licença vencida em 2008-05-30,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
269,98505040,CGH CRISTALINO,data_validade,Licença vencida em 2012-09-22,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
270,79778044,CGH CRISTALINO,data_validade,Licença vencida em 2018-07-18,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
271,151678050,CGH CRISTALINO,data_validade,Licença vencida em 2022-07-11,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
272,185963276,CGH CURIÚVA I,data_validade,Licença vencida em 2023-06-08,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
273,139778987,CGH CURIÚVA I,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
275,132991650,CGH DA ILHA,data_validade,Licença vencida em 2017-10-29,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
276,141139266,CGH DA ILHA,data_validade,Licença vencida em 2020-10-01,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
277,178262335,CGH DA ILHA,data_validade,Licença vencida em 2022-09-03,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
279,137626497,CGH DA MESA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
280,78152001,CGH DALBA,data_validade,Licença vencida em 2012-07-15,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
281,78826959,CGH DALBA,data_validade,Licença vencida em 2013-10-28,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
282,79769657,CGH DALBA,data_validade,Licença vencida em 2018-02-12,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
283,149486089,CGH DALBA,data_validade,Licença vencida em 2022-08-11,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
285,146216137,CGH DÁRIO,data_validade,Licença vencida em 2022-08-22,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
287,185883086,CGH DIAMANTE,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
291,134532696,CGH DO GARCIA,data_validade,Licença vencida em 2023-08-15,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
293,120961764,CGH DO LONTRA,data_validade,Licença vencida em 2016-10-09,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
294,139685016,CGH DO LONTRA,data_validade,Licença vencida em 2023-10-02,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
295,189002262,CGH DO LONTRA,data_validade,Licença vencida em 2023-07-18,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
298,135849588,CGH DOIS VIZINHOS,data_validade,Licença vencida em 2020-02-23,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
299,152526326,CGH DOIS VIZINHOS,data_validade,Licença vencida em 2023-06-15,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
300,194830254,CGH DOIS VIZINHOS,data_validade,Licença vencida em 2023-10-25,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
302,140229040,CGH DONA ARACY,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
303,146181520,CGH DONA ARACY,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
304,138227537,CGH DONA MARLI,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
305,131436890,CGH DRACO - ESTRELA CARRARO - ESTRELINHA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
306,189965850,CGH DRACO - ESTRELA CARRARO - ESTRELINHA,data_validade,Licença vencida em 2022-06-13,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
308,181384530,CGH ENTRE RIOS,data_validade,Licença vencida em 2022-11-18,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
309,78671238,CGH ENXADRISTA,data_validade,Licença vencida em 2013-12-20,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
310,79682152,CGH ENXADRISTA,data_validade,Licença vencida em 2017-09-18,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
311,147777230,CGH ENXADRISTA,data_validade,Licença vencida em 2020-10-01,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
312,164970957,CGH ENXADRISTA,data_validade,Licença vencida em 2022-10-26,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
313,170259092,CGH ENXADRISTA,data_validade,Licença vencida em 2022-01-08,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
315,79842486,CGH ESPINGARDA I,data_validade,Licença vencida em 2016-06-30,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
316,138271862,CGH ESPINGARDA I,data_validade,Licença vencida em 2020-10-01,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
317,164809641,CGH ESPINGARDA I,data_validade,Licença vencida em 2025-09-26,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
318,181549289,CGH ESPINGARDA I,data_validade,Licença vencida em 2024-10-03,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
320,167425402,CGH ESPINGARDA II,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
320,167425402,CGH ESPINGARDA II,tipologia/potencia,Potência 0.3 MW incompatível com a tipologia CGH,MEDIO,"Conferir tipologia × potência (MCH ≤0,075; MGH ≤0,5; CGH ≤5; PCH ≤30; UHE >30 MW)"
322,79565245,CGH EVO,data_validade,Licença vencida em 2016-06-26,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
323,140970611,CGH EVO,data_validade,Licença vencida em 2019-08-07,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
325,159539458,CGH EVO,data_validade,Licença vencida em 2023-06-18,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
326,,CGH EVO,protocolo,Registro sem protocolo,CRITICO,Preencher número do protocolo no sistema de origem
326,,CGH EVO,data_validade,Licença vencida em 2026-02-23,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
327,25.268.795-5,CGH EVO,municipio,Registro sem município,CRITICO,Preencher município(s) afetado(s)
328,186985486,CGH EVR,data_validade,Licença vencida em 2023-07-13,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
330,189965516,CGH EXTREMOSA,data_validade,Licença vencida em 2022-06-13,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
332,185982998,CGH FAROL DE SANTA MARTA,data_validade,Licença vencida em 2025-01-26,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
336,138963004,CGH FAZENDA DA ONÇA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
337,141582500,CGH FÊNIX,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
338,80183348,CGH FERRADURA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
339,122129403,CGH FOLHA VERDE,data_validade,Licença vencida em 2016-06-27,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
340,139375696,CGH FOLHA VERDE,data_validade,Licença vencida em 2019-06-09,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
341,155314176,CGH FOLHA VERDE,data_validade,Licença vencida em 2024-03-21,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
345,119967244,CGH FOZ DO CATINGUEIRO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
346,197386991,CGH FOZ DO IRATIM,data_protocolo,Data de protocolo ausente,MEDIO,Preencher a data de protocolo do processo
347,182223131,CGH FOZ DO LAJEADO,data_validade,Licença vencida em 2022-12-17,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
349,25.275.757-0,CGH FUNDÃO I,latitude/longitude,Registro sem coordenada geográfica válida,CRITICO,Verificar e preencher latitude/longitude no Paraná (WGS84)
349,25.275.757-0,CGH FUNDÃO I,tipologia/potencia,Potência 2.7 MW incompatível com a tipologia PCH,MEDIO,"Conferir tipologia × potência (MCH ≤0,075; MGH ≤0,5; CGH ≤5; PCH ≤30; UHE >30 MW)"
350,7726381,CGH FUNDÃO I,data_validade,Licença vencida em 2014-12-06,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
351,132913951,CGH FUNDÃO I,data_validade,Licença vencida em 2018-11-21,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
352,152152620,CGH FUNDÃO I,data_validade,Licença vencida em 2022-09-12,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
354,184127822,CGH GABANA,data_validade,Licença vencida em 2024-10-20,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
356,149810684,CGH GALINA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
357,185448495,CGH GALO VERMELHO,data_validade,Licença vencida em 2023-06-06,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
359,79978019,CGH GAMELA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
360,120961853,CGH GENEROSO,data_validade,Licença vencida em 2016-11-28,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
361,135130974,CGH GENEROSO,data_validade,Licença vencida em 2017-09-19,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
362,145369010,CGH GENEROSO,data_validade,Licença vencida em 2023-05-09,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
363,180824464,CGH GENTIL AMIGO,data_validade,Licença vencida em 2022-11-18,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
366,121133121,CGH GERMÂNIA,data_validade,Licença vencida em 2017-03-26,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
367,141605275,CGH GERMÂNIA,data_validade,Licença vencida em 2020-02-23,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
368,161579440,CGH GERMÂNIA,data_validade,Licença vencida em 2023-04-26,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
369,173438800,CGH GERMÂNIA,data_validade,Licença vencida em 2022-05-03,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
371,196137106,CGH GIACOMINI,data_validade,Licença vencida em 2024-12-14,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
373,138859770,CGH GIRAU,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
374,214302047,CGH GIULIA,data_validade,Licença vencida em 2026-04-18,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
376,157646303,CGH GUAMIRANGA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
377,182731633,CGH GUAMIRANGA,data_validade,Licença vencida em 2022-12-20,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
379,184859327,CGH GUARANI,data_validade,Licença vencida em 2022-07-13,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
382,186175743,CGH GW,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
384,153651680,CGH HENKE,data_validade,Licença vencida em 2023-05-29,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
387,184654032,CGH HERVEIRA,data_validade,Licença vencida em 2023-03-08,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
391,142887681,CGH IMBAÚ I,data_validade,Licença vencida em 2020-10-01,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
394,142932156,CGH IMBAÚ II,data_validade,Licença vencida em 2020-03-19,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
397,192654319,CGH ITAPEJARA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
398,149826645,CGH ITARARÉ,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
398,149826645,CGH ITARARÉ,potencia,Potência (MW) ausente,BAIXO,Preencher a potência solicitada em MW
400,186469542,CGH JABORANDI,data_validade,Licença vencida em 2023-06-13,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
401,53306152,CGH JAGUARIAÍVA VELHA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
401,53306152,CGH JAGUARIAÍVA VELHA,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
402,130868223,CGH JARACATIÁ,data_validade,Licença vencida em 2020-02-19,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
403,152382030,CGH JARACATIÁ,data_validade,Licença vencida em 2023-04-08,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
405,220761983,CGH JARACATIÁ,data_validade,Licença vencida em 2025-10-21,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
409,190326888,CGH JARACATIA III,data_validade,Licença vencida em 2022-06-13,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
